Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/files/add/1KB?id=0,2,0,11,36.058936000131325,10.878425000100833,61.23944700016182,16.0,0.19273388036256708,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/files/add/1KB?id=1,2,0,9.287023000069894,10.131650000062109,9.287023000069894,10.976277000054324,16.0,0.19273388036256708,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,/files/add/1KB?id=2,2,0,8.164662999888606,8.35130049995314,8.164662999888606,8.537938000017675,16.0,0.19273388036256708,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/files/add/1KB?id=3,2,0,9.353694999845175,14.029949499899885,9.353694999845175,18.706203999954596,16.0,0.19273388036256708,0.0,19,19,19,19,19,19,19,19,19,19,19
GET,/files/add/1KB?id=4,2,0,8,13.088964000075975,7.743226999991748,18.434701000160203,16.0,0.19273388036256708,0.0,18,18,18,18,18,18,18,18,18,18,18
GET,/files/add/1KB?id=5,2,0,7.116823000160366,8.38294700008646,7.116823000160366,9.649071000012555,16.0,0.19273388036256708,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,/files/add/1KB?id=6,2,0,8,8.319384499941407,7.759248999946067,8.879519999936747,16.0,0.19273388036256708,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/files/add/1KB?id=7,2,0,8,8.207980499946643,7.888336999940293,8.527623999952993,16.0,0.19273388036256708,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/files/add/1KB?id=8,2,0,8,8.063407999998162,7.533163000061904,8.59365299993442,16.0,0.19273388036256708,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,/files/add/1KB?id=9,2,0,8,9.496288000036657,7.718329999988782,11.274246000084531,16.0,0.19273388036256708,0.0,11,11,11,11,11,11,11,11,11,11,11
,Aggregated,20,0,9,12.413080800013176,7.116823000160366,61.23944700016182,16.0,1.927338803625671,0.0,9,10,11,11,19,61,61,61,61,61,61
