Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/files/view/10000KB?id=0,521,0,1700.0,1905.49479851051,4.961978998835548,4374.214232999293,17.0,7.618637122021383,0.0,1700,2600,3100,3500,4100,4200,4300,4300,4400,4400,4400
GET,/files/view/10000KB?id=1,518,0,420.0,415.23742325292534,3.167527000186965,891.7722810001578,17.0,7.574767810378265,0.0,420,550,610,650,730,790,850,870,890,890,890
GET,/files/view/10000KB?id=10,500,0,560.0,506.3641892340351,3.9730629996483913,917.501658999754,18.0,7.3115519405195615,0.0,560,670,720,750,840,870,890,890,920,920,920
GET,/files/view/10000KB?id=11,498,0,570.0,515.9625422268961,4.783566000696737,920.1862600002642,18.0,7.282305732757483,0.0,570,670,720,750,850,880,890,910,920,920,920
GET,/files/view/10000KB?id=12,498,0,590.0,519.3638177730707,4.933176998747513,929.2336729995441,18.0,7.282305732757483,0.0,600,670,710,750,850,880,910,920,930,930,930
GET,/files/view/10000KB?id=13,495,0,620.0,528.1474360585864,5.361769000955974,932.0038999994722,18.0,7.238436421114366,0.0,620,680,720,760,850,880,900,920,930,930,930
GET,/files/view/10000KB?id=14,492,0,610.0,531.1734171382194,4.1417989996261895,929.757605001214,18.0,7.194567109471248,0.0,610,680,720,750,860,890,900,920,930,930,930
GET,/files/view/10000KB?id=15,489,0,630.0,538.8843132659011,6.686713999442873,931.8133169999783,18.0,7.150697797828131,0.0,630,680,730,770,860,880,910,920,930,930,930
GET,/files/view/10000KB?id=16,485,0,630.0,544.2615158514923,5.809248999867123,925.9856799999397,18.0,7.092205382303974,0.0,630,680,730,760,850,880,910,920,930,930,930
GET,/files/view/10000KB?id=17,483,0,640.0,548.2745875072112,6.511358998977812,936.4499069997692,18.0,7.062959174541896,0.0,640,690,740,770,850,880,900,930,940,940,940
GET,/files/view/10000KB?id=18,478,0,630.0,554.1018287678004,8.38552799905301,927.8925779999554,18.0,6.9898436551367,0.0,630,690,730,760,850,870,890,920,930,930,930
GET,/files/view/10000KB?id=19,475,0,640.0,558.6952496441367,6.439614999180776,928.538309999567,18.0,6.945974343493583,0.0,640,690,730,770,850,880,900,910,930,930,930
GET,/files/view/10000KB?id=2,518,0,420.0,428.6921673300881,2.5136280000879196,892.3569620001217,17.0,7.574767810378265,0.0,420,560,650,680,760,820,850,870,890,890,890
GET,/files/view/10000KB?id=20,474,0,640.0,563.8850443291389,7.065198000418604,929.9776919997385,18.0,6.931351239612544,0.0,640,690,740,780,850,880,900,910,930,930,930
