Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/files/add/100000000KB?id=0,509,509,1600.0,1845.4504477327876,5.897201001062058,4133.469345999401,33.0,7.705437159447604,7.705437159447604,1600,2600,3200,3500,3900,3900,4000,4100,4100,4100,4100
GET,/files/add/100000000KB?id=1,509,509,420.0,403.7257543772578,2.0115170009376016,889.5494649987086,33.0,7.705437159447604,7.705437159447604,420,540,580,620,690,800,820,850,890,890,890
GET,/files/add/100000000KB?id=10,495,495,550.0,482.8498146282476,3.419606000534259,917.4248709987296,33.0,7.493499791604251,7.493499791604251,550,630,660,680,790,840,860,870,920,920,920
GET,/files/add/100000000KB?id=11,490,490,560.0,486.3687525509873,3.9781190007488476,924.2327650008519,33.0,7.41780787451734,7.41780787451734,560,630,650,680,790,830,860,870,920,920,920
GET,/files/add/100000000KB?id=12,487,487,560.0,487.9041898911027,6.307066998488153,923.1858530001773,33.0,7.372392724265193,7.372392724265193,560,630,650,670,780,820,860,890,920,920,920
GET,/files/add/100000000KB?id=13,486,486,570.0,497.38391802678075,4.643457001293427,893.0411490000552,33.0,7.357254340847811,7.357254340847811,570,640,670,690,780,820,860,880,890,890,890
GET,/files/add/100000000KB?id=14,485,485,580.0,504.6325371010474,6.3301539994427,922.9135160003352,33.0,7.342115957430429,7.342115957430429,580,640,660,700,800,840,870,890,920,920,920
GET,/files/add/100000000KB?id=15,484,484,580.0,501.78118267978016,6.608370000321884,921.2560839987418,33.0,7.326977574013046,7.326977574013046,580,630,660,690,780,830,860,880,920,920,920
GET,/files/add/100000000KB?id=16,478,478,590.0,518.8801958409792,7.297083000594284,911.2766920006834,33.0,7.236147273508752,7.236147273508752,590,650,680,700,790,830,860,870,910,910,910
GET,/files/add/100000000KB?id=17,474,474,590.0,516.2246984071568,7.011502000750625,920.0686910007789,33.0,7.175593739839223,7.175593739839223,590,650,680,700,790,820,850,870,920,920,920
GET,/files/add/100000000KB?id=18,473,473,590.0,515.8954692917758,8.761090000916738,916.7419519999385,33.0,7.16045535642184,7.16045535642184,590,640,660,690,780,820,850,870,920,920,920
GET,/files/add/100000000KB?id=19,469,469,590.0,518.2944961258139,8.044793999943067,895.2815199991164,33.0,7.099901822752312,7.099901822752312,590,640,660,700,780,820,850,870,900,900,900
GET,/files/add/100000000KB?id=2,508,508,450.0,413.9679744684949,2.9928799995104782,909.4607789993461,33.0,7.690298776030222,7.690298776030222,450,550,590,620,680,780,820,850,910,910,910
GET,/files/add/100000000KB?id=20,467,467,590.0,526.3941148693759,10.439989000587957,892.2625779996451,33.0,7.069625055917546,7.069625055917546,590,640,690,710,790,810,850,870,890,890,890
GET,/files/add/100000000KB?id=21,463,463,580.0,523.931217477335,8.52866199966229,905.3390600001876,33.0,7.009071522248018,7.009071522248018,580,630,670,710,780,810,860,880,910,910,910
